,Country,Bank
1596,Ghana,Bank of Baroda (Local Bank)
1597,Ghana,Banque Sahélo-Saharienne pour l’Investissement et le Commerce (Local Bank)
1598,Ghana,Barclays Bank (Local Bank)
1599,Ghana,CAL Bank (Local Bank)
1600,Ghana,Ecobank Ghana (Local Bank)
1601,Ghana,Energy Bank (Local Bank)
1602,Ghana,Fidelity Bank Ghana (Local Bank)
1603,Ghana,Ghana Commercial Bank (Local Bank)
1604,Ghana,Guaranty Trust Bank (Local Bank)
1605,Ghana,Home Finance Company (Local Bank)
1606,Ghana,Intercontinental Bank (Local Bank)
1607,Ghana,International Commercial Bank (Local Bank)
1608,Ghana,National Investment Bank (Local Bank)
1609,Ghana,Prudential Bank Limited (Local Bank)
1610,Ghana,Société Générale – Social Security Bank (Local Bank)
1611,Ghana,Stanbic Bank (Local Bank)
1612,Ghana,Standard Chartered Bank (Local Bank)
1613,Ghana,The Trust Bank (Local Bank)
1614,Ghana,UniBank (Local Bank)
1615,Ghana,United Bank for Africa (Local Bank)
1616,Ghana,UT Bank (Local Bank)
1617,Ghana,Zenith Bank (Local Bank)
1618,Ghana,The Royal Bank (Local Bank)
1619,Ghana,Ghana Commercial Bank (Commercial Bank)
1620,Ghana,Bank of Baroda (Ghana) Ltd. (Foreign Bank)
1621,Ghana,Barclays Bank Ghana (Foreign Bank)
1622,Greece,Alpha Bank (State Bank)
1623,Greece,Eurobank Ergasias (State Bank)
1624,Greece,National Bank of Greece (State Bank)
1625,Greece,Piraeus Bank (State Bank)
1626,Greece,"B&N Bank, Greek Branch (Foreign Bank)"
1627,Greece,Bank of America (Foreign Bank)
1628,Greece,Bank of Cyprus (Rep. Office) (Foreign Bank)
1629,Greece,Bank Saderat Iran (Foreign Bank)
1630,Greece,BMW Austria Bank (de) (Foreign Bank)
1631,Greece,BNP Paribas Securities Services (Foreign Bank)
1632,Greece,Citibank Europe (Foreign Bank)
1633,Greece,Credit Suisse (Luxembourg) (Foreign Bank)
1634,Greece,Deutsche Bank (Foreign Bank)
1635,Greece,DVB Bank (Foreign Bank)
1636,Greece,FCA Bank (Foreign Bank)
1637,Greece,FCE Bank (de) (Foreign Bank)
1638,Greece,Fimbank (Foreign Bank)
1639,Greece,HSBC Bank (Foreign Bank)
1640,Greece,HSH Nordbank (Foreign Bank)
1641,Greece,Opel Bank (Foreign Bank)
1642,Greece,ProCredit Bank (Bulgaria) (Foreign Bank)
1643,Greece,The Royal Bank of Scotland (Foreign Bank)
1644,Greece,UniCredit Bank (Foreign Bank)
1645,Greece,Volkswagen Bank (de) (Foreign Bank)
1646,Greece,Ziraat Bankası (Foreign Bank)
1647,Guinea Bissau,Banco Da Africa Ocidental (Commercial Bank)
1648,Guinea Bissau,Banco Da Uniao (Commercial Bank)
1649,Guinea Bissau,Banque Régionale de Solidarité (Commercial Bank)
1650,Guinea Bissau,Ecobank (Commercial Bank)
1651,Guyana,Republic Bank (Guyana) Limited (Commercial Bank)
1652,Guyana,Guyana Bank for Trade & Industry Limited (Commercial Bank)
1653,Guyana,Bank of Nova Scotia (Commercial Bank)
1654,Guyana,Citizens Bank Guyana Inc. (Commercial Bank)
1655,Guyana,Demerara Bank Limited (Commercial Bank)
1656,Guyana,Excel Capital Inc (Commercial Bank)
1657,Guyana,Bank of Baroda (Guyana) Inc. (Foreign Bank)
1658,Haiti,Fonkoze (Local Bank)
1659,Haiti,Capital Bank (Haiti) (Commercial Bank)
1660,Haiti,Sogebank (Commercial Bank)
1661,Haiti,Capital Bank: Bank of New York (NY) (Foreign Bank)
1662,Haiti,"BPH: Bank of America (NC), Citibank International (NY) (Foreign Bank)"
1663,Haiti,"BUH: Bank of New York (NY) , First Union (FL) (Foreign Bank)"
1664,Haiti,BNC: Bank of New York (NY)(NC) (Foreign Bank)
1665,Haiti,Sogebank:  Bank of America (FL and NY) (Foreign Bank)
1666,Haiti,"Unibank: Bank of America (FL), Bank of New York (NY), JPMorgan Chase Bank (FL) (Foreign Bank)"
1667,Haiti,Banque de l’Union Haïtienne (Private Bank)
1668,Haiti,Unibank (Haiti) (Private Bank)
1669,Haiti,Citi  (Private Bank)
1670,Honduras,Banco Atlantida (Commercial Bank)
1671,Honduras,Banco FICOHSA (Commercial Bank)
1672,Honduras,Banco de Occidente (Commercial Bank)
1673,Honduras,Banco del Pais (Commercial Bank)
1674,Honduras,Banco BAC-Bamer (Commercial Bank)
1675,Honduras,Banco Promerica (Commercial Bank)
1676,Honduras,Banco de Los Trabajadores (Commercial Bank)
1677,Honduras,Banco Popular (Commercial Bank)
1678,Honduras,Banco Azteca (Foreign Bank)
1679,Honduras,Lloyds Bank (Foreign Bank)
1680,Honduras,HSBC (Foreign Bank)
1681,Hong Kong,Licensed banks incorporated in Hong Kong (Local Bank)
1682,Hong Kong,Bank of China (Hong Kong) (Local Bank)
1683,Hong Kong,Bank of Communications (Local Bank)
1684,Hong Kong,"Bank of East Asia, The (Local Bank)"
1685,Hong Kong,China CITIC Bank International (Local Bank)
1686,Hong Kong,China Construction Bank (Asia) (Local Bank)
1687,Hong Kong,Chiyu Banking Corporation (Local Bank)
1688,Hong Kong,Chong Hing Bank (Local Bank)
1689,Hong Kong,Citibank (Hong Kong) (Local Bank)
1690,Hong Kong,Dah Sing Bank (Local Bank)
1691,Hong Kong,DBS Bank (Hong Kong) (Local Bank)
1692,Hong Kong,Fubon Bank (Hong Kong) (Local Bank)
1693,Hong Kong,Hang Seng Bank (Local Bank)
1694,Hong Kong,Hongkong and Shanghai Banking Corporation (Local Bank)
1695,Hong Kong,Industrial and Commercial Bank of China (Asia) (Local Bank)
1696,Hong Kong,Nanyang Commercial Bank (Local Bank)
1697,Hong Kong,OCBC Wing Hang Bank (Local Bank)
1698,Hong Kong,Public Bank (Hong Kong) (Local Bank)
1699,Hong Kong,Shanghai Commercial Bank (Local Bank)
1700,Hong Kong,Standard Chartered Bank (Hong Kong) (Local Bank)
1701,Hong Kong,Dah Sing Bank Limited (Local Bank)
1702,Hong Kong,Tai Yau Bank (Local Bank)
1703,Hong Kong,Wing Lung Bank (Local Bank)
1704,Hong Kong,Licensed banks incorporated outside Hong Kong (Commercial Bank)
1705,Hong Kong,ABN AMRO Bank N.V. (Commercial Bank)
1706,Hong Kong,Agricultural Bank of China (Commercial Bank)
1707,Hong Kong,Allahabad Bank (Commercial Bank)
1708,Hong Kong,Australia and New Zealand Banking Group (Commercial Bank)
1709,Hong Kong,Axis Bank (Commercial Bank)
1710,Hong Kong,Banca della Svizzera Italiana (BSI) (Commercial Bank)
1711,Hong Kong,Banca Monte dei Paschi di Siena (Commercial Bank)
1712,Hong Kong,Banco Bilbao Vizcaya Argentaria (Commercial Bank)
1713,Hong Kong,Banco Santander (Commercial Bank)
1714,Hong Kong,Bangkok Bank Public Co. Ltd. (Commercial Bank)
1715,Hong Kong,Bank J. Safra Sarasin (Commercial Bank)
1716,Hong Kong,Bank of America (Commercial Bank)
1717,Hong Kong,Bank of Baroda (Commercial Bank)
1718,Hong Kong,Bank of China (Commercial Bank)
1719,Hong Kong,Bank of Communications Hong Kong Branch (Commercial Bank)
1720,Hong Kong,Bank of India (Commercial Bank)
1721,Hong Kong,Bank Negara Indonesia (Commercial Bank)
1722,Hong Kong,"Bank of New York Mellon, The (Commercial Bank)"
1723,Hong Kong,"Bank of Nova Scotia, The (Commercial Bank)"
1724,Hong Kong,Bank of the Philippine Islands (Commercial Bank)
1725,Hong Kong,Bank of Taiwan (Commercial Bank)
1726,Hong Kong,"Bank of Tokyo-Mitsubishi UFJ, The (Commercial Bank)"
1727,Hong Kong,Bank of Singapore (Commercial Bank)
1728,Hong Kong,Bank SinoPac (Commercial Bank)
1729,Hong Kong,Barclays (Commercial Bank)
1730,Hong Kong,BDO Unibank (Commercial Bank)
1731,Hong Kong,BNP Paribas (Commercial Bank)
1732,Hong Kong,BNP Paribas Securities Services (Commercial Bank)
1733,Hong Kong,BNP Paribas Wealth Management (Commercial Bank)
1734,Hong Kong,Canadian Imperial Bank of Commerce (Commercial Bank)
1735,Hong Kong,Canara Bank (Commercial Bank)
1736,Hong Kong,Cathay Bank (Commercial Bank)
1737,Hong Kong,Cathay United Bank (Commercial Bank)
1738,Hong Kong,Chang Hwa Commercial Bank (Commercial Bank)
1739,Hong Kong,"Chiba Bank, The (Commercial Bank)"
1740,Hong Kong,China Construction Bank (Commercial Bank)
1741,Hong Kong,China Development Bank (Commercial Bank)
1742,Hong Kong,China Everbright Bank (Commercial Bank)
1743,Hong Kong,China Merchants Bank (Commercial Bank)
1744,Hong Kong,China Minsheng Banking Corporation (Commercial Bank)
1745,Hong Kong,"Chugoku Bank, The (Commercial Bank)"
1746,Hong Kong,CIMB Bank (Commercial Bank)
1747,Hong Kong,Citibank (Commercial Bank)
1748,Hong Kong,Commerzbank (Commercial Bank)
1749,Hong Kong,Commonwealth Bank of Australia (Commercial Bank)
1750,Hong Kong,Coutts & Co. (Commercial Bank)
1751,Hong Kong,Crédit Agricole (Commercial Bank)
1752,Hong Kong,Crédit Agricole (Commercial Bank)
1753,Hong Kong,Crédit Industriel et Commercial (Commercial Bank)
1754,Hong Kong,Credit Suisse (Commercial Bank)
1755,Hong Kong,CTBC Bank (Commercial Bank)
1756,Hong Kong,DBS Bank (Commercial Bank)
1757,Hong Kong,Deutsche Bank (Commercial Bank)
1758,Hong Kong,DZ Bank (Commercial Bank)
1759,Hong Kong,E.SUN Commercial Bank (Commercial Bank)
1760,Hong Kong,East West Bank (Commercial Bank)
1761,Hong Kong,Edmond de Rothschild (Suisse) (Commercial Bank)
1762,Hong Kong,EFG Bank (Commercial Bank)
1763,Hong Kong,Erste Group Bank (Commercial Bank)
1764,Hong Kong,Far Eastern International Bank (Commercial Bank)
1765,Hong Kong,Goldman Sachs (Commercial Bank)
1766,Hong Kong,Hana Bank (Commercial Bank)
1767,Hong Kong,HDFC Bank (Commercial Bank)
1768,Hong Kong,Hong Leong Bank (Commercial Bank)
1769,Hong Kong,HSBC Bank plc (Commercial Bank)
1770,Hong Kong,HSBC Bank USA (Commercial Bank)
1771,Hong Kong,UniCredit Bank AG (Commercial Bank)
1772,Hong Kong,ICICI Bank (Commercial Bank)
1773,Hong Kong,Indian Overseas Bank (Commercial Bank)
1774,Hong Kong,Industrial and Commercial Bank of China (Commercial Bank)
1775,Hong Kong,Industrial Bank of Korea (Commercial Bank)
1776,Hong Kong,Industrial Bank Co. (Commercial Bank)
1777,Hong Kong,ING Bank (Commercial Bank)
1778,Hong Kong,Intesa Sanpaolo (Commercial Bank)
1779,Hong Kong,JPMorgan Chase Bank (Commercial Bank)
1780,Hong Kong,Bank Julius Baer & Co. (Commercial Bank)
1781,Hong Kong,KBC Bank (Commercial Bank)
1782,Hong Kong,Korea Exchange Bank (Commercial Bank)
1783,Hong Kong,Land Bank of Taiwan (Commercial Bank)
1784,Hong Kong,LGT Bank (Liechtenstein) (Commercial Bank)
1785,Hong Kong,Lloyds Bank (Commercial Bank)
1786,Hong Kong,Macquarie Group Limited (Commercial Bank)
1787,Hong Kong,Mega International Commercial Bank (Commercial Bank)
1788,Hong Kong,Mashreq Bank (Commercial Bank)
1789,Hong Kong,Maybank (Commercial Bank)
1790,Hong Kong,Melli Bank (Commercial Bank)
1791,Hong Kong,Mizuho Bank (Commercial Bank)
1792,Hong Kong,National Australia Bank (Commercial Bank)
1793,Hong Kong,National Bank of Abu Dhabi (Commercial Bank)
1794,Hong Kong,National Bank of Pakistan (Commercial Bank)
1795,Hong Kong,Natixis (Commercial Bank)
1796,Hong Kong,Philippine National Bank (Commercial Bank)
1797,Hong Kong,Punjab National Bank (Commercial Bank)
1798,Hong Kong,Coöperatieve Centrale Raiffeisen-Boerenleenbank (Commercial Bank)
1799,Hong Kong,Raiffeisen Bank International (Commercial Bank)
1800,Hong Kong,Royal Bank of Canada (Commercial Bank)
1801,Hong Kong,"Royal Bank of Scotland, The (Commercial Bank)"
1802,Hong Kong,"Royal Bank of Scotland N.V., The (Commercial Bank)"
1803,Hong Kong,Shanghai Commercial and Savings Bank (Commercial Bank)
1804,Hong Kong,Shanghai Pudong Development Bank (Commercial Bank)
1805,Hong Kong,Shizuoka Bank (Commercial Bank)
1806,Hong Kong,Skandinaviska Enskilda Banken (Commercial Bank)
1807,Hong Kong,Société Générale (Commercial Bank)
1808,Hong Kong,Standard Bank (Commercial Bank)
1809,Hong Kong,Standard Chartered Bank (Commercial Bank)
1810,Hong Kong,State Bank of India (Commercial Bank)
1811,Hong Kong,State Street Bank and Trust Company (Commercial Bank)
1812,Hong Kong,Sumitomo Mitsui Banking Corporation (Commercial Bank)
1813,Hong Kong,Sumitomo Mitsui Trust Bank (Commercial Bank)
1814,Hong Kong,Svenska Handelsbanken (Commercial Bank)
1815,Hong Kong,Taipei Fubon Commercial Bank (Commercial Bank)
1816,Hong Kong,Taishin International Bank (Commercial Bank)
1817,Hong Kong,Taiwan Cooperative Bank (Commercial Bank)
1818,Hong Kong,Toronto-Dominion Bank (Commercial Bank)
1819,Hong Kong,Taiwan Shin Kong Commercial Bank (Commercial Bank)
1820,Hong Kong,Shinhan Bank (Commercial Bank)
1821,Hong Kong,UBS (Commercial Bank)
1822,Hong Kong,UCO Bank (Commercial Bank)
1823,Hong Kong,Union Bank of India (Commercial Bank)
1824,Hong Kong,United Overseas Bank (Commercial Bank)
1825,Hong Kong,Wells Fargo Bank (Commercial Bank)
1826,Hong Kong,Portigon (Commercial Bank)
1827,Hong Kong,Westpac Banking Corporation (Commercial Bank)
1828,Hong Kong,Woori Bank (Commercial Bank)
1829,Hong Kong,Restricted licence banks incorporated in Hong Kong (State Bank)
1830,Hong Kong,Allied Banking Corporation (Hong Kong) Limited (State Bank)
1831,Hong Kong,Bank of America Securities Asia Limited (State Bank)
1832,Hong Kong,Bank of China International Limited (State Bank)
1833,Hong Kong,Bank of Shanghai (Hong Kong) Limited (State Bank)
1834,Hong Kong,Citicorp International Limited (State Bank)
1835,Hong Kong,Habib Bank Zurich (Hong Kong) Limited (State Bank)
1836,Hong Kong,J. P. Morgan Securities (Asia Pacific) (State Bank)
1837,Hong Kong,KDB Asia (State Bank)
1838,Hong Kong,Kookmin Bank Hong Kong (State Bank)
1839,Hong Kong,Morgan Stanley Asia International Limited (State Bank)
1840,Hong Kong,Orix Asia Limited (State Bank)
1841,Hong Kong,RBC Capital Markets (Hong Kong) (State Bank)
1842,Hong Kong,Scotiabank (Hong Kong) (State Bank)
1843,Hong Kong,Société Générale Asia (State Bank)
1844,Hong Kong,UBAF (Hong Kong) (State Bank)
1845,Hong Kong,Restricted licence banks incorporated outside Hong Kong (Foreign Bank)
1846,Hong Kong,Bank Mandiri (Foreign Bank)
1847,Hong Kong,Bank of Ayudhya (Foreign Bank)
1848,Hong Kong,Kasikornbank (Foreign Bank)
1849,Hong Kong,Deposit-taking companies (all incorporated in Hong Kong) (Private Bank)
1850,Hong Kong,BCOM Finance (Hong Kong) (Private Bank)
1851,Hong Kong,BPI International Finance (Private Bank)
1852,Hong Kong,Chau’s Brothers Finance Company (Private Bank)
1853,Hungary,OTP Bank (Commercial Bank)
1854,Hungary,K&H Bank (Commercial Bank)
1855,Hungary,Erste Bank (Commercial Bank)
1856,Hungary,Budapest Bank (Commercial Bank)
1857,Hungary,CIB Bank (Commercial Bank)
1858,Hungary,MKB Bank (Commercial Bank)
1859,Hungary,Raiffeisen Bank (Commercial Bank)
1860,Hungary,UniCredit Bank (Commercial Bank)
1861,Hungary,FHB Bank (Commercial Bank)
1862,Hungary,Pannon Takarék Bank (Commercial Bank)
1863,Hungary,Sberbank (Commercial Bank)
1864,Hungary,MagNet Bank (Commercial Bank)
1865,Hungary,MagNet Bank (Commercial Bank)
1866,Hungary,AXA Bank (Commercial Bank)
1867,Hungary,Banif Plus Bank (Commercial Bank)
1868,Hungary,BNP Paribas (Commercial Bank)
1869,Hungary,Cetelem Bank (Commercial Bank)
1870,Hungary,Cofidis (Commercial Bank)
1871,Hungary,ING Bank (Commercial Bank)
1872,Hungary,Bank of China (Foreign Bank)
1873,Hungary,Deutsche Bank  (Foreign Bank)
1874,Hungary,Commerzbank  (Foreign Bank)
1875,Hungary,KDB Bank (Foreign Bank)
1876,Iceland,Allied Irish Banks (Commercial Bank)
1877,Iceland,Bank of Ireland (Commercial Bank)
1878,Iceland,KBC Bank Ireland (formerly IIB Bank) (Commercial Bank)
1879,Iceland,Permanent TSB (Commercial Bank)
1880,Iceland,Ulster Bank (Commercial Bank)
1881,Iceland,Arion Bank (Commercial Bank)
1882,Iceland,Kvika Banki (Commercial Bank)
1883,Iceland,Landsbankinn hf. (Commercial Bank)
1884,Iceland,Íslandsbanki hf. (Commercial Bank)
1885,Iceland,Sparisjóður Austurlands hf (State Bank)
1886,Iceland,Sparisjóður Höfðhverfinga ses. (State Bank)
1887,Iceland,Sparisjóður Strandamanna ses. (State Bank)
1888,Iceland,Sparisjóður Suður-Þingeyinga ses. (State Bank)
1889,India,Coastal Local Area Bank Ltd  (Local Bank)
1890,India,Capital Local Area Bank Ltd (Local Bank)
1891,India,Krishna Bhima Samruddhi Local Area Bank Ltd (Local Bank)
1892,India,"Subhadra Local Area Bank Ltd., Kolhapur (Local Bank)"
1893,India,Allahabad Bank (State Bank)
1894,India,Andhra Bank (State Bank)
1895,India,Axis Bank (State Bank)
1896,India,Bank of Bahrain and Kuwait (State Bank)
1897,India,Bank of Baroda – Corporate Banking (State Bank)
1898,India,Bank of Baroda – Retail Banking (State Bank)
1899,India,Bank of India (State Bank)
1900,India,Bank of Maharashtra (State Bank)
1901,India,Canara Bank (State Bank)
1902,India,Central Bank of India (State Bank)
1903,India,City Union Bank (State Bank)
1904,India,Corporation Bank (State Bank)
1905,India,Deutsche Bank (State Bank)
1906,India,Development Credit Bank (State Bank)
1907,India,Dhanlaxmi Bank (State Bank)
1908,India,Federal Bank (State Bank)
1909,India,ICICI Bank (State Bank)
1910,India,IDBI Bank (State Bank)
1911,India,Indian Bank (State Bank)
1912,India,Indian Overseas Bank (State Bank)
1913,India,IndusInd Bank (State Bank)
1914,India,ING Vysya Bank (State Bank)
1915,India,Jammu and Kashmir Bank (State Bank)
1916,India,Karnataka Bank Ltd (State Bank)
1917,India,Karur Vysya Bank (State Bank)
1918,India,Kotak Bank (State Bank)
1919,India,Laxmi Vilas Bank (State Bank)
1920,India,Oriental Bank of Commerce (State Bank)
1921,India,Punjab National Bank – Corporate Banking (State Bank)
1922,India,Punjab National Bank – Retail Banking (State Bank)
1923,India,Punjab & Sind Bank (State Bank)
1924,India,Shamrao Vitthal Co-operative Bank (State Bank)
1925,India,South Indian Bank (State Bank)
1926,India,State Bank of Bikaner & Jaipur (State Bank)
1927,India,State Bank of Hyderabad (State Bank)
1928,India,State Bank of India (State Bank)
1929,India,State Bank of Mysore (State Bank)
1930,India,State Bank of Patiala (State Bank)
1931,India,State Bank of Travancore (State Bank)
1932,India,Syndicate Bank (State Bank)
1933,India,Tamilnad Mercantile Bank Ltd. (State Bank)
1934,India,UCO Bank (State Bank)
1935,India,Union Bank of India (State Bank)
1936,India,United Bank of India (State Bank)
1937,India,Vijaya Bank (State Bank)
1938,India,Yes Bank Ltd (State Bank)
1939,India,Australia and New Zealand Banking Group Ltd (Foreign Bank)
1940,India,National Australia Bank (Foreign Bank)
1941,India,Westpac Banking Corporation (Foreign Bank)
1942,India,Bank of Bahrain & Kuwait BSC (Foreign Bank)
1943,India,AB Bank Ltd. (Foreign Bank)
1944,India,Sonali Bank Ltd. (Foreign Bank)
1945,India,Bank of Nova Scotia (Foreign Bank)
1946,India,Industrial & Commercial Bank of China Ltd. (Foreign Bank)
1947,India,BNP Paribas (Foreign Bank)
1948,India,Credit Agricole Corporate & Investment Bank (Foreign Bank)
1949,India,Societe Generale (Foreign Bank)
1950,India,Deutsche Bank (Foreign Bank)
1951,India,HSBC Ltd (Foreign Bank)
1952,India,PT Bank Maybank Indonesia TBK (Foreign Bank)
1953,India,Mizuho Bank Ltd. (Foreign Bank)
1954,India,Sumitomo Mitsui Banking Corporation (Foreign Bank)
1955,India,"The Bank of Tokyo- Mitsubishi UFJ, Ltd. (Foreign Bank)"
1956,India,SBM Bank(Mauritius) Ltd (Foreign Bank)
1957,India,Cooperatieve Rabobank U.A. (Foreign Bank)
1958,India,Doha Bank (Foreign Bank)
1959,India,Qatar National Bank (Foreign Bank)
1960,India,JSC VTB Bank (Foreign Bank)
1961,India,Sberbank (Foreign Bank)
1962,India,DBS Bank Ltd. (Foreign Bank)
1963,India,United Overseas Bank Ltd (Foreign Bank)
1964,India,FirstRand Bank Ltd (Foreign Bank)
1965,India,Shinhan Bank (Foreign Bank)
1966,India,Woori Bank (Foreign Bank)
1967,India,KEB Hana Bank (Foreign Bank)
1968,India,Industrial Bank of Korea (Foreign Bank)
1969,India,Bank of Ceylon (Foreign Bank)
1970,India,Credit Suisse A.G (Foreign Bank)
1971,India,"CTBC Bank Co., Ltd. (Foreign Bank)"
1972,India,Krung Thai Bank Public Co. Ltd. (Foreign Bank)
1973,India,Abu Dhabi Commercial Bank Ltd (Foreign Bank)
1974,India,Mashreq Bank PSC (Foreign Bank)
1975,India,First Abu Dhabi Bank PJSC (Foreign Bank)
1976,India,Emirates Bank NBD (Foreign Bank)
1977,India,Barclays Bank Plc. (Foreign Bank)
1978,India,Standard Chartered Bank (Foreign Bank)
1979,India,The Royal Bank of Scotland plc (Foreign Bank)
1980,India,American Express Banking Corporation (Foreign Bank)
1981,India,Bank of America (Foreign Bank)
1982,India,Citibank N.A. (Foreign Bank)
1983,India,J.P. Morgan Chase Bank N.A. (Foreign Bank)
1984,India,Axis Bank (Private Bank)
1985,India,Bandhan Bank (Private Bank)
