,Country,Bank
3616,South Africa,Bank of Taiwan (Foreign Bank)
3617,South Africa,Calyon (Foreign Bank)
3618,South Africa,China Construction Bank Corporation (Foreign Bank)
3619,South Africa,Citibank (Foreign Bank)
3620,South Africa,Deutsche Bank (Foreign Bank)
3621,South Africa,Hongkong and Shanghai Banking Corporation (Foreign Bank)
3622,South Africa,JPMorgan Chase Bank (Foreign Bank)
3623,South Africa,Royal Bank of Scotland (Foreign Bank)
3624,South Africa,Société Générale (Foreign Bank)
3625,South Africa,South African Bank of Athens (99.79% subsidiary of National Bank of Greece) (Foreign Bank)
3626,South Africa,Standard Chartered Bank (Foreign Bank)
3627,South Africa,State Bank of India (Foreign Bank)
3628,South Africa,Investec (Private Bank)
3629,South Africa,RMB Private Bank (Private Bank)
3630,South Africa,Nedbank Private Wealth (Private Bank)
3631,South Africa,Absa (Private Bank)
3632,South Africa,Standard Bank (Private Bank)
3633,Spain,Major banks (Local Bank)
3634,Spain,Banca March (Local Bank)
3635,Spain,Banca Pueyo (Local Bank)
3636,Spain,BBVA (Local Bank)
3637,Spain,Banco Caixa Geral (Local Bank)
3638,Spain,Bancofar (Local Bank)
3639,Spain,Banco Pastor (Local Bank)
3640,Spain,Banco Popular Español (Local Bank)
3641,Spain,Banco Sabadell (Local Bank)
3642,Spain,Banco Santander (Local Bank)
3643,Spain,Bankia (Local Bank)
3644,Spain,Bankinter (Local Bank)
3645,Spain,Bankoa (Local Bank)
3646,Spain,CaixaBank (Local Bank)
3647,Spain,Deutsche Bank (Local Bank)
3648,Spain,EVO Banco (Local Bank)
3649,Spain,ING Direct (Local Bank)
3650,Spain,Novo Banco (Local Bank)
3651,Spain,Popular Banca Privada (Local Bank)
3652,Spain,Renta 4 Banco (Local Bank)
3653,Spain,Targobank (Local Bank)
3654,Spain,Triodos Bank (Local Bank)
3655,Spain,Cajas (savings banks) (Commercial Bank)
3656,Spain,Bilbao Bizkaia Kutxa (BBK) (Commercial Bank)
3657,Spain,CAM (Commercial Bank)
3658,Spain,"Caixa de Balears, “Sa Nostra” (Commercial Bank)"
3659,Spain,Caixa de Catalunya (Commercial Bank)
3660,Spain,Caixa de Manresa (Commercial Bank)
3661,Spain,Caixa Rural Galega (Commercial Bank)
3662,Spain,Caixa de Terrassa (Commercial Bank)
3663,Spain,"Caixa d’Estalvis i Pensions de Barcelona, “la Caixa” (Commercial Bank)"
3664,Spain,Caixa Galicia (Commercial Bank)
3665,Spain,Caixa Penedès (Commercial Bank)
3666,Spain,Caixa Tarragona (Commercial Bank)
3667,Spain,Caja Cantabria (Commercial Bank)
3668,Spain,Caja Circulo (Commercial Bank)
3669,Spain,Caja de Arquitectos (Commercial Bank)
3670,Spain,Caja de Burgos (Commercial Bank)
3671,Spain,Caja de Ingenieros (Commercial Bank)
3672,Spain,Caja Duero (Commercial Bank)
3673,Spain,Caja España (Commercial Bank)
3674,Spain,Caja Madrid (Commercial Bank)
3675,Spain,Caja Murcia (Commercial Bank)
3676,Spain,Caixa Ontinyent (Commercial Bank)
3677,Spain,Caja Navarra (Commercial Bank)
3678,Spain,Caja Vital (Commercial Bank)
3679,Spain,Cajastur (Commercial Bank)
3680,Spain,Cajasur (Commercial Bank)
3681,Spain,Kutxa (Commercial Bank)
3682,Spain,Unicaja (Commercial Bank)
3683,Sri Lanka,Amana Bank (Commercial Bank)
3684,Sri Lanka,Axis Bank Ltd (Commercial Bank)
3685,Sri Lanka,Bank of Ceylon (Commercial Bank)
3686,Sri Lanka,Cargills Bank Ltd (Commercial Bank)
3687,Sri Lanka,Citibank N.A. (Commercial Bank)
3688,Sri Lanka,Commercial Bank of Ceylon PLC (Commercial Bank)
3689,Sri Lanka,Deutsche Bank AG (Commercial Bank)
3690,Sri Lanka,DFCC Bank PLC (Commercial Bank)
3691,Sri Lanka,Habib Bank Ltd (Commercial Bank)
3692,Sri Lanka,Hatton National Bank PLC (Commercial Bank)
3693,Sri Lanka,ICICI Bank Ltd (Commercial Bank)
3694,Sri Lanka,Indian Bank (Commercial Bank)
3695,Sri Lanka,Indian Overseas Bank (Commercial Bank)
3696,Sri Lanka,MCB Bank Ltd (Commercial Bank)
3697,Sri Lanka,National Development Bank PLC (Commercial Bank)
3698,Sri Lanka,Nations Trust Bank PLC (Commercial Bank)
3699,Sri Lanka,Pan Asia Banking Corporation PLC (Commercial Bank)
3700,Sri Lanka,People’s Bank (Commercial Bank)
3701,Sri Lanka,Public Bank Berhad (Commercial Bank)
3702,Sri Lanka,Sampath Bank PLC (Commercial Bank)
3703,Sri Lanka,Seylan Bank PLC (Commercial Bank)
3704,Sri Lanka,Standard Chartered Bank (Commercial Bank)
3705,Sri Lanka,State Bank of India (Commercial Bank)
3706,Sri Lanka,The Hong Kong and Shanghai Banking Corporation Ltd (HSBC) (Commercial Bank)
3707,Sri Lanka,Union Bank of Colombo PLC (Commercial Bank)
3708,Sudan,Agricultural Bank of Sudan (Commercial Bank)
3709,Sudan,Al Shamal Islamic Bank (Commercial Bank)
3710,Sudan,Bank of Khartoum (Commercial Bank)
3711,Sudan,Family Bank (Commercial Bank)
3712,Sudan,Industrial Development Bank (Commercial Bank)
3713,Sudan,National Bank of Sudan (Commercial Bank)
3714,Sudan,Qatar National Bank (Commercial Bank)
3715,Sudan,Buffalo Commercial Bank (Commercial Bank)
3716,Sudan,Commercial Bank of Ethiopia (Commercial Bank)
3717,Sudan,Equity Bank (South Sudan) (Commercial Bank)
3718,Sudan,International Commercial Bank (Commercial Bank)
3719,Sudan,Ivory Bank (Commercial Bank)
3720,Sudan,Kenya Commercial Bank (South Sudan) (Commercial Bank)
3721,Sudan,Nile Commercial Bank (Commercial Bank)
3722,Surinam,De Surinaamsche Bank (Commercial Bank)
3723,Surinam,Hakrinbank (Commercial Bank)
3724,Surinam,Surinaamse Volkscredietbank (Commercial Bank)
3725,Surinam,Surinaamse Postspaarbank (Commercial Bank)
3726,Surinam,Landbouwbank (Commercial Bank)
3727,Surinam,Surichangebank (Commercial Bank)
3728,Surinam,Finabank (Commercial Bank)
3729,Surinam,Cooperatieve spaar- en kredietbank Godo (Commercial Bank)
3730,Surinam,RBC Suriname; former subsidiary of the Royal Bank of Trinidad and Tobago (Foreign Bank)
3731,Surinam,Southern Commercial Bank Suriname (Foreign Bank)
3732,Swaziland,First National Bank (South Africa) (Commercial Bank)
3733,Swaziland,Nedbank (Commercial Bank)
3734,Swaziland,Standard Bank (Commercial Bank)
3735,Swaziland,Swazi Bank (Commercial Bank)
3736,Switzerland,Top-tier Swiss banks (Local Bank)
3737,Switzerland,UBS AG (Local Bank)
3738,Switzerland,Credit Suisse (Local Bank)
3739,Switzerland,Julius Baer Group (Local Bank)
3740,Switzerland,The Pictet Group (Local Bank)
3741,Switzerland,Lombard Odier and Co (Local Bank)
3742,Switzerland,Alternative Bank Schweiz ABS (Commercial Bank)
3743,Switzerland,Banque Bonhôte & Cie SA (Commercial Bank)
3744,Switzerland,Cantonal banks (Commercial Bank)
3745,Switzerland,CIM Bank (Commercial Bank)
3746,Switzerland,Bank Cler (former Bank Coop) (Commercial Bank)
3747,Switzerland,Hinduja Bank (Switzerland) Ltd (Commercial Bank)
3748,Switzerland,J. Safra Sarasin (Commercial Bank)
3749,Switzerland,Lombard Odier (Commercial Bank)
3750,Switzerland,Migros Bank (Commercial Bank)
3751,Switzerland,Mirabaud Group (Commercial Bank)
3752,Switzerland,Morval (Commercial Bank)
3753,Switzerland,SIX SIS AG (Commercial Bank)
3754,Switzerland,Vontobel (Commercial Bank)
3755,Switzerland,WIR Bank (Commercial Bank)
3756,Switzerland,Zurich Cantonal Bank (Commercial Bank)
3757,Switzerland,Family-owned Swiss banks (State Bank)
3758,Switzerland,Habib Bank AG Zurich (State Bank)
3759,Switzerland,Banque privée Edmond de Rothschild (State Bank)
3760,Switzerland,Bordier & Cie (State Bank)
3761,Switzerland,Gonet & Cie (State Bank)
3762,Switzerland,"E. Gutzwiller & Cie, Banquiers (State Bank)"
3763,Switzerland,Landolt & Cie (State Bank)
3764,Switzerland,Lienhardt & Partner Privatbank Zürich (State Bank)
3765,Switzerland,Reichmuth & Co (State Bank)
3766,Switzerland,REYL Group (State Bank)
3767,Switzerland,Union Bancaire Privée (State Bank)
3768,Switzerland,Rahn+Bodmer Co. (State Bank)
3769,Switzerland,"AXA Bank Europe, Brüssel, Zweigniederlassung Winterthur (Foreign Bank)"
3770,Switzerland,"Fortis Banque, SA/NV, Bruxelles, Succursale de Zurich (Foreign Bank)"
3771,Switzerland,"ING Belgique, Bruxelles, Succursale de Genève, Geneva (Foreign Bank)"
3772,Switzerland,"STRATEO, Genève, Succursale de Keytrade Bank SA, Bruxelles, Geneva (Foreign Bank)"
3773,Switzerland,"Itaú Private Bank, Zürich (Foreign Bank)"
3774,Switzerland,Jyske Bank (Schweiz) AG (Foreign Bank)
3775,Switzerland,"Nordea Bank S.A., Luxemburg, Zweigniederlassung Zürich (Foreign Bank)"
3776,Switzerland,"Banque du Léman SA, Geneva (Foreign Bank)"
3777,Switzerland,"BNP Paribas (Suisse) SA, Geneva (Foreign Bank)"
3778,Switzerland,"Crédit Agricole (Suisse) SA, Geneva (Foreign Bank)"
3779,Switzerland,"Société Générale Private Banking (Suisse) SA, Geneva (Foreign Bank)"
3780,Switzerland,"Deutsche Bank (Suisse) SA, Geneva (Foreign Bank)"
3781,Switzerland,Kaupthing Bank Luxembourg S.A (Foreign Bank)
3782,Switzerland,Bank Hapoalim (Switzerland) Ltd (Foreign Bank)
3783,Switzerland,"Bank Leumi (Schweiz) AG, Geneva (Foreign Bank)"
3784,Switzerland,"IDB (Swiss) Bank Ltd, Geneva (Foreign Bank)"
3785,Switzerland,United Mizrahi Bank (Schweiz) AG (Foreign Bank)
3786,Switzerland,"Banque Profil de Gestion SA, Geneva (Foreign Bank)"
3787,Switzerland,Intesa Sanpaolo (Foreign Bank)
3788,Switzerland,Sella Bank AG (Foreign Bank)
3789,Switzerland,UniCredit (Suisse) Bank SA (Foreign Bank)
3790,Switzerland,Banca Popolare di Sondrio (Suisse) (Foreign Bank)
3791,Switzerland,"Mitsubishi UFJ Wealth Management Bank (Switzerland), Ltd. (Foreign Bank)"
3792,Switzerland,Nomura Bank (Schweiz) AG (Foreign Bank)
3793,Switzerland,"BankMed (Suisse) SA, Geneva (Foreign Bank)"
3794,Switzerland,"Banque Audi (Suisse) SA, Geneva (Foreign Bank)"
3795,Switzerland,"BlomBank (Suisse) SA, Geneva (Foreign Bank)"
3796,Switzerland,"LGT Bank (Schweiz) AG, Basel (Foreign Bank)"
3797,Switzerland,"KBL (Switzerland) Ltd, Geneva (Foreign Bank)"
3798,Switzerland,"Skandinaviska Enskilda Banken SA, Luxembourg, (Foreign Bank)"
3799,Switzerland,"Arab Bank (Switzerland) Ltd, Geneva (Foreign Bank)"
3800,Switzerland,"NBAD Private Bank (Suisse) SA, Geneva (Foreign Bank)"
3801,Switzerland,"NBK Banque Privée (Suisse) SA, Geneva (Foreign Bank)"
3802,Switzerland,"QNB Banque Privée (Suisse) SA, Geneva (Foreign Bank)"
3803,Switzerland,"ABN AMRO Bank N.V., Amsterdam, Zweigniederlassung Zürich (Foreign Bank)"
3804,Switzerland,"Credit Europe Bank (SA), Geneva (Foreign Bank)"
3805,Switzerland,"Banque Privée BCP (Suisse) SA,  (Foreign Bank)"
3806,Switzerland,Investec Bank (Foreign Bank)
3807,Switzerland,"Banco Santander (Suisse) SA, Geneva (Foreign Bank)"
3808,Switzerland,"NCG Banco S.A., succursale de Genève, Geneva (Foreign Bank)"
3809,Switzerland,"Barclays Bank (Suisse) SA, Geneva (Foreign Bank)"
3810,Switzerland,"Barclays Capital, Zurich Branch of Barclays Bank PLC, London (Foreign Bank)"
3811,Switzerland,"HSBC Private Bank (Suisse) SA, Geneva (Foreign Bank)"
3812,Switzerland,"IG Bank S.A., Geneva (Foreign Bank)"
3813,Switzerland,"Lloyds Bank plc, Londres, succursale de Genève, Geneva (Foreign Bank)"
3814,Switzerland,RBS Coutts Bank AG (Foreign Bank)
3815,Switzerland,"Citibank, NA, Las Vegas, Succursale de Genève (Foreign Bank)"
3816,Switzerland,"Citibank, NA, Las Vegas, Zurich Branch (Foreign Bank)"
3817,Switzerland,Goldman Sachs Bank AG (Foreign Bank)
3818,Switzerland,"JPMorgan Chase Bank, National Association, Columbus, Succursale de Zurich (Foreign Bank)"
3819,Switzerland,"J.P. Morgan (Suisse) SA, Geneva (Foreign Bank)"
3820,Switzerland,Merrill Lynch Capital Markets AG (Foreign Bank)
3821,Switzerland,Morgan Stanley AG (Foreign Bank)
3822,Switzerland,"State Street Bank GmbH, München, Zweigniederlassung Zürich (Foreign Bank)"
3823,Tajikistan,AccessBank Tajikistan (Local Bank)
3824,Tajikistan,Agroinvestbank (Local Bank)
3825,Tajikistan,Bank Eskhata (Local Bank)
3826,Tajikistan,First MicroFinance Bank-Tajikistan (Local Bank)
3827,Tajikistan,Kont Bank (Local Bank)
3828,Tajikistan,Orienbank (Local Bank)
3829,Tajikistan,Spitamen Bank (Local Bank)
3830,Tajikistan,Vnesheconombank (Commercial Bank)
3831,Tajikistan,Agroinvestbank  (Commercial Bank)
3832,Tajikistan,Orionbank  (Commercial Bank)
3833,Tajikistan,Tajikbankbusiness  (Commercial Bank)
3834,Tajikistan,Tajbank (Commercial Bank)
3835,Tajikistan,Tajprombank  (Commercial Bank)
3836,Tajikistan,Aviabank  (Commercial Bank)
3837,Tajikistan,East Credit Bank (Commercial Bank)
3838,Tajikistan,Central Asian Bank (Commercial Bank)
3839,Tanzania,AccessBank Tanzania (Local Bank)
3840,Tanzania,Letshego Bank Tanzania (Local Bank)
3841,Tanzania,Akiba Commercial Bank (Local Bank)
3842,Tanzania,Amana Bank (Local Bank)
3843,Tanzania,Azania Bank (Local Bank)
3844,Tanzania,BancABC (Local Bank)
3845,Tanzania,Bank M (Local Bank)
3846,Tanzania,Bank of Africa Tanzania (Local Bank)
3847,Tanzania,Bank of Baroda Tanzania Limited (Local Bank)
3848,Tanzania,Bank of India (Tanzania) (Local Bank)
3849,Tanzania,Barclays Bank of Tanzania (Local Bank)
3850,Tanzania,Citibank (Local Bank)
3851,Tanzania,Commercial Bank of Africa (Tanzania) (Local Bank)
3852,Tanzania,CRDB Bank (Local Bank)
3853,Tanzania,DCB Commercial Bank (Local Bank)
3854,Tanzania,Diamond Trust Bank Tanzania (Local Bank)
3855,Tanzania,Ecobank (Local Bank)
3856,Tanzania,Equity Bank (Tanzania) (Local Bank)
3857,Tanzania,Exim Bank (Tanzania) (Local Bank)
3858,Tanzania,FINCA Microfinance Bank(Tanzania) (Local Bank)
3859,Tanzania,First National Bank of Tanzania (Local Bank)
3860,Tanzania,FBME Bank (Local Bank)
3861,Tanzania,Guaranty Trust Bank (Tanzania) Limited (Local Bank)
3862,Tanzania,Habib African Bank (Local Bank)
3863,Tanzania,I&M Bank (Tanzania) (Local Bank)
3864,Tanzania,International Commercial Bank (Local Bank)
3865,Tanzania,Kenya Commercial Bank (Local Bank)
3866,Tanzania,Mkombozi Commercial Bank (Local Bank)
3867,Tanzania,National Bank of Commerce (Tanzania) (Local Bank)
3868,Tanzania,National Microfinance Bank (Local Bank)
3869,Tanzania,NIC Bank Tanzania (Local Bank)
3870,Tanzania,People’s Bank of Zanzibar (Local Bank)
3871,Tanzania,Stanbic Bank Tanzania Limited (Local Bank)
3872,Tanzania,Standard Chartered Bank (Local Bank)
3873,Tanzania,United Bank for Africa (Local Bank)
3874,Tanzania,UBL Bank Tanzania Limited (Local Bank)
3875,Tanzania,Mwalimu Commercial Bank (Local Bank)
3876,Tanzania,Twiga Bancorp Limited (In receivership) (Local Bank)
3877,Tanzania,TIB cORporate Bank (Local Bank)
3878,Tanzania,First Housing Company Tanzania Limited (Local Bank)
3879,Tanzania,Community banks (Commercial Bank)
3880,Tanzania,Covenant Bank for Women Tanzania Limited (Commercial Bank)
3881,Tanzania,Efatha Bank Limited (Commercial Bank)
3882,Tanzania,Kagera Farmers’ Cooperative Bank (Commercial Bank)
3883,Tanzania,Kilimanjaro Cooperative Bank (Commercial Bank)
3884,Tanzania,Maendeleo Bank Plc (Commercial Bank)
3885,Tanzania,Meru Community Bank Limited (Commercial Bank)
3886,Tanzania,Mufindi Comunity Bank Plc (Commercial Bank)
3887,Tanzania,Mwanga Rural Community Bank Limited (Commercial Bank)
3888,Tanzania,Njombe Community Bank Limited (Commercial Bank)
3889,Tanzania,Tandahimba Community Bank Limited (Commercial Bank)
3890,Tanzania,Uchumi Commercial Bank Limited (Commercial Bank)
3891,Tanzania,Microfinance banks (State Bank)
3892,Tanzania,EFC Tanzania Microfinance Bank (State Bank)
3893,Tanzania,Finca Microfinance Bank (State Bank)
3894,Tanzania,Hakika Microfinance Bank (State Bank)
3895,Tanzania,Tanzania Microfinance Bank (State Bank)
3896,Tanzania,Yetu Microfinance (State Bank)
3897,Thailand,Bangkok Bank (Commercial Bank)
3898,Thailand,Krungthai Bank (Commercial Bank)
3899,Thailand,Siam Commercial Bank (Commercial Bank)
3900,Thailand,KASIKORNBANK (Commercial Bank)
3901,Thailand,Bank of Ayudhya  (Commercial Bank)
3902,Thailand,Thanachart Bank (Commercial Bank)
3903,Thailand,TMB Bank  (Commercial Bank)
3904,Thailand,Kiatnakin Bank (Commercial Bank)
3905,Thailand,CIMB Thai (Commercial Bank)
3906,Thailand,Standard Chartered Bank (Thai) (Commercial Bank)
3907,Thailand,United Overseas Bank (Thai) (Commercial Bank)
3908,Thailand,Tisco Bank (Commercial Bank)
3909,Thailand,ICBC Bank (Commercial Bank)
3910,Thailand,Mega ICB (Commercial Bank)
3911,Thailand,Government Savings Bank (State Bank)
3912,Thailand,Government Housing Bank (State Bank)
3913,Thailand,Bank for Agriculture and Agricultural Co-operatives (BAAC) (State Bank)
3914,Thailand,Export–Import Bank of Thailand (State Bank)
3915,Thailand,Islamic Bank of Thailand (State Bank)
3916,Thailand,SME Development Bank of Thailand (State Bank)
3917,Thailand,ABN AMRO Bank N.V. (Foreign Bank)
3918,Thailand,BNP Paribas (Foreign Bank)
3919,Thailand,Deutsche Bank (Foreign Bank)
3920,Thailand,HSBC (Foreign Bank)
3921,Thailand,Bank of China Ltd. (Foreign Bank)
3922,Thailand,"The Bank of Tokyo-Mitsubishi UFJ, Ltd. (Foreign Bank)"
3923,Thailand,Indian Overseas Bank (Foreign Bank)
3924,Thailand,"Mizuho Corporate Bank, Ltd. (Foreign Bank)"
3925,Thailand,Oversea-Chinese Banking Corporation (Foreign Bank)
3926,Thailand,RHB Bank Berhad (Foreign Bank)
3927,Thailand,Sumitomo Mitsui Banking Corporation (Foreign Bank)
3928,Thailand,Bank of America Merrill Lynch (Foreign Bank)
3929,Thailand,Citibank Thailand (Foreign Bank)
3930,Thailand,JP Morgan Chase (Foreign Bank)
3931,Thailand,Scotiabank  (Foreign Bank)
3932,Togo,Banque Atlantique (Commercial Bank)
3933,Togo,Banque Sahélo-Saharienne pour l’Investissement et le Commerce (Commercial Bank)
3934,Togo,Ecobank (Commercial Bank)
3935,Togo,Union Togolaise de Banque (Commercial Bank)
3936,Togo,Banque Togolaise pour le Commerce et l’Industrie (Commercial Bank)
3937,Togo,Banque Régionale de Solidarité (Commercial Bank)
3938,Togo,Banque Internationale pour l’Afrique au Togo (Commercial Bank)
3939,Togo,Financial Bank Togo (Commercial Bank)
3940,Togo,Société Inter-Africaine de Banque (Commercial Bank)
3941,Tonga,List of banks in Tonga (Local Bank)
3942,Tonga,ANZ Bank Tonga (Local Bank)
3943,Tonga,Bank of South Pacific Tonga (Local Bank)
3944,Tonga,MBF Bank Tonga (Local Bank)
3945,Tonga,Tonga Development Bank (Local Bank)
3946,Trinidad and Tobago,Other Banks (Local Bank)
3947,Trinidad and Tobago,Bank of Baroda Trinidad and Tobago Limited (Local Bank)
3948,Trinidad and Tobago,Citicorp Merchant Bank Ltd (Local Bank)
3949,Trinidad and Tobago,First Citizens Bank (Local Bank)
3950,Trinidad and Tobago,Intercommercial Bank Limited (Local Bank)
3951,Trinidad and Tobago,Royal Bank of Trinidad and Tobago (RBTT) (Local Bank)
3952,Trinidad and Tobago,Republic Bank (Local Bank)
3953,Trinidad and Tobago,Scotiabank Trinidad and Tobago Limited (Local Bank)
3954,Tunisia,Banque Al-Baraka (http://www.albarakabank.com.tn) (Commercial Bank)
3955,Tunisia,Arab Tunisian Bank (ATB) (Commercial Bank)
3956,Tunisia,Banque Franco Tunisienne (BFT) (Commercial Bank)
3957,Tunisia,Banque Nationale Agricole (BNA) (Commercial Bank)
3958,Tunisia,Attijari Bank (Commercial Bank)
3959,Tunisia,Banque de Tunisie (BT) (Commercial Bank)
3960,Tunisia,Amen Bank (AB) (Commercial Bank)
3961,Tunisia,Banque Internationale Arabe de Tunisie (BIAT) (Commercial Bank)
3962,Tunisia,Société Tunisienne de Banque (STB) (Commercial Bank)
3963,Tunisia,Union de Bancaire pour le Commerce et l’Industrie (UBCI) (Commercial Bank)
3964,Tunisia,Union Internationale de Banques (UIB) (Commercial Bank)
3965,Tunisia,Banque de l’Habitat (BH) (Commercial Bank)
3966,Tunisia,Citibank (Commercial Bank)
3967,Tunisia,Banque Tunisienne de Solidarite (BTS) (Commercial Bank)
3968,Tunisia,Arab Banking Corporation (ABC) and its subsidiary: ABC Tunisie (Commercial Bank)
3969,Tunisia,Tunisian Qatari Bank (TQB) (Commercial Bank)
3970,Tunisia,Banque de Tunisie et des Emirats (BTE) (Commercial Bank)
3971,Tunisia,Banque Tuniso-Koweitienne (BTK) (Commercial Bank)
3972,Tunisia,Banque de Financement des Petites et Moyennes Enterprises (BFPME) (Commercial Bank)
3973,Tunisia,Banque Tuniso-Libyenne (BTL) (Commercial Bank)
3974,Tunisia,Stusid Bank (STUSID) (Commercial Bank)
3975,Tunisia,Banque Zitouna (ZITOUNA) (Commercial Bank)
3976,Turkey,Türkiye Cumhuriyeti Ziraat Bankası A.Ş.  (State Bank)
3977,Turkey,Türkiye Halk Bankası A.Ş.  (State Bank)
3978,Turkey,Türkiye Vakıflar Bankası T.A.O. (State Bank)
3979,Turkey,BankPozitif Kredi ve Kalkınma Bankası A.Ş  (Foreign Bank)
3980,Turkey,Credit Agricole Yatırım Bankası Türk A.Ş.  (Foreign Bank)
3981,Turkey,Merrill Lynch Yatırım Bank A.Ş.  (Foreign Bank)
3982,Turkey,Taib Yatırım Bank A.Ş. (Foreign Bank)
3983,Turkey,Albaraka Türk Katılım Bankası A.Ş. (Albaraka Türk Participation Bank Inc.)  (Foreign Bank)
3984,Turkey,Kuveyt Türk Katılım Bankası A.Ş. (Foreign Bank)
3985,Turkey,Arap Türk Bankası A.Ş.  (Foreign Bank)
3986,Turkey,Burgan Bank A.Ş.  (Foreign Bank)
3987,Turkey,Citibank A.Ş.  (Foreign Bank)
3988,Turkey,Denizbank A.Ş.  (Foreign Bank)
3989,Turkey,Deutsche Bank A.Ş.  (Foreign Bank)
3990,Turkey,QNB Finansbank A.Ş. (owned by Qatar National Bank)  (Foreign Bank)
3991,Turkey,HSBC Bank A.Ş.  (Foreign Bank)
3992,Turkey,ING Bank A.Ş.  (Foreign Bank)
3993,Turkey,Odea Bank A.Ş.  (Foreign Bank)
3994,Turkey,Turkland Bank A.Ş.  (Foreign Bank)
3995,Turkey,Bank Mellat  (Foreign Bank)
3996,Turkey,Habib Bank Limited  (Foreign Bank)
3997,Turkey,JPMorganChase N.A.  (Foreign Bank)
3998,Turkey,Portigon AG  (Foreign Bank)
3999,Turkey,Royal Bank of Scotland N.V.  (Foreign Bank)
4000,Turkey,Société Générale (SA) (Foreign Bank)
4001,Turkey,Albaraka Türk Katılım Bankası A.Ş. (Albaraka Türk Participation Bank Inc.)  (Foreign Bank)
4002,Turkey,Kuveyt Türk Katılım Bankası A.Ş (Foreign Bank)
4003,Turkey,Akbank T.A.Ş.  (Private Bank)
4004,Turkey,Alternatif Bank A.Ş.  (Private Bank)
4005,Turkey,Anadolubank A.Ş.  (Private Bank)
4006,Turkey,Fibabanka A.Ş.  (Private Bank)
4007,Turkey,Şekerbank T.A.Ş.  (Private Bank)
4008,Turkey,Tekstilbank A.Ş.  (Private Bank)
4009,Turkey,Türk Ekonomi Bankası A.Ş.  (Private Bank)
4010,Turkey,Turkish Bank A.Ş.  (Private Bank)
4011,Turkey,Türkiye Garanti Bankası A.Ş.  (Private Bank)
4012,Turkey,Türkiye İş Bankası A.Ş.  (Private Bank)
4013,Turkey,Yapı ve Kredi Bankası A.Ş. (Private Bank)
4014,Turkey,Ziraat Katılım Bankası A.Ş.  (Private Bank)
4015,Turkey,Vakıf Katılım Bankası A.Ş. (Private Bank)
4016,Turkey,Aktif Yatırım Bankası A.Ş.  (Private Bank)
4017,Turkey,Diler Yatırım Bankası A.Ş.  (Private Bank)
4018,Turkey,GSD Yatırım Bankası A.Ş.  (Private Bank)
4019,Turkey,IMKB Takas ve Saklama Bankası A.Ş.  (Private Bank)
4020,Turkey,Nurol Yatırım Bankası A.Ş.  (Private Bank)
4021,Turkey,Türkiye Sınai Kalkınma Bankası A.Ş (Private Bank)
4022,Uganda,ABC Bank (Uganda) (Commercial Bank)
4023,Uganda,Bank of Africa (Uganda) (Commercial Bank)
4024,Uganda,Bank of Baroda (Uganda) (Commercial Bank)
4025,Uganda,Barclays Bank of Uganda (Commercial Bank)
4026,Uganda,Cairo International Bank (Commercial Bank)
4027,Uganda,Centenary Bank (Commercial Bank)
4028,Uganda,Citibank Uganda (Commercial Bank)
4029,Uganda,Crane Bank (Commercial Bank)
4030,Uganda,DFCU Bank (Commercial Bank)
4031,Uganda,Diamond Trust Bank (Uganda) Limited (Commercial Bank)
4032,Uganda,Ecobank (Uganda) (Commercial Bank)
4033,Uganda,Equity Bank Uganda Limited (Commercial Bank)
4034,Uganda,Exim Bank (Uganda) (Commercial Bank)
4035,Uganda,Fina Bank (Uganda) (Commercial Bank)
4036,Uganda,Housing Finance Bank (Commercial Bank)
4037,Uganda,KCB Bank Uganda Limited (Commercial Bank)
4038,Uganda,Orient Bank (Commercial Bank)
4039,Uganda,Stanbic Bank Uganda Limited (Commercial Bank)
4040,Uganda,Standard Chartered Uganda (Commercial Bank)
4041,Uganda,Tropical Bank (Commercial Bank)
4042,Uganda,United Bank for Africa (Uganda) (Commercial Bank)
4043,Uganda,Standard Chartered (Foreign Bank)
4044,Uganda,Barclays (Foreign Bank)
4045,Ukraine,PrivatBank (Local Bank)
4046,Ukraine,Oschadbank (Local Bank)
4047,Ukraine,Ukreximbank (Local Bank)
4048,Ukraine,Raiffeisen Bank Aval (Local Bank)
4049,Ukraine,Ukrgasbank (Local Bank)
4050,Ukraine,Alfa Bank Ukraine (Local Bank)
4051,Ukraine,UkrSibbank (Local Bank)
4052,Ukraine,First Ukrainian International Bank (Local Bank)
4053,Ukraine,Sberbank (Local Bank)
4054,Ukraine,Crédit Agricole (Local Bank)
4055,Ukraine,OTP Bank (Local Bank)
4056,Ukraine,Ukrsotsbank (Local Bank)
4057,Ukraine,Pivdennyi Bank (Local Bank)
4058,Ukraine,Prominvestbank (Local Bank)
4059,Ukraine,Citibank (Local Bank)
4060,Ukraine,Other commercial banks (Commercial Bank)
4061,Ukraine,A-Bank (Commercial Bank)
4062,Ukraine,Arkada Bank (Commercial Bank)
4063,Ukraine,Bank Lviv (Commercial Bank)
4064,Ukraine,BTA Bank (Commercial Bank)
4065,Ukraine,Credit Dnipro Bank (Commercial Bank)
4066,Ukraine,Credit Europe Bank (Commercial Bank)
4067,Ukraine,Creditwest Bank (Commercial Bank)
4068,Ukraine,Deutsche Bank (Commercial Bank)
4069,Ukraine,First Investment Bank (Commercial Bank)
4070,Ukraine,Idea Bank (99.5% ownership in Getin Holding S.A.) (Commercial Bank)
