,Country,Bank Name,Business Focus
2615,Poland,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
2616,Poland,HYPO TIROL BANK AG,real estate financing
2617,Poland,Hypo Vorarlberg Bank AG,real estate financing
2618,Poland,HYPO-BANK BURGENLAND AG,real estate financing
2619,Poland,ICBC Austria Bank GmbH,corporate banking
2620,Poland,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
2621,Poland,Kathrein Privatbank AG,"private banking, asset management"
2622,Poland,Kommunalkredit Austria AG,public sector financing
2623,Poland,Landes-Hypothekenbank Steiermark AG,real estate financing
2624,Poland,LEASFINANZ Bank GmbH,leasing
2625,Poland,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
2626,Poland,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
2627,Poland,Marchfelder Bank eG,cooperative retail banking
2628,Poland,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
2629,Poland,Mizuho Bank Europe NV Vienna Branch,corporate banking
2630,Poland,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
2631,Poland,NOTARTREUHANDBANK AG,cooperative retail banking
2632,Poland,Oberbank AG,"retail banking, brokerage services"
2633,Poland,Oberösterreichische Landesbank AG,real estate financing
2634,Poland,Oesterreichische Entwicklungsbank AG,emerging markets financing
2635,Poland,Oesterreichische Kontrollbank AG,information services
2636,Poland,Oesterreichische Nationalbank,central banking
2637,Poland,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
2638,Poland,Österreichische Verkehrskreditbank AG,consumer lending
2639,Poland,PARTNER BANK AG,asset management
2640,Poland,paybox Bank AG,mobile payments
2641,Poland,Porsche Bank AG,vehicle financing
2642,Poland,Posojilnica Bank eGen,cooperative retail banking
2643,Poland,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
2644,Poland,Raiffeisen Bank International AG,corporate and investment banking
2645,Poland,Raiffeisen Bausparkasse GmbH,housing financing
2646,Poland,Raiffeisen Centrobank AG,investment banking
2647,Poland,Raiffeisen Wohnbaubank AG,construction financing
2648,Poland,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
2649,Poland,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
2650,Poland,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
2651,Poland,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
2652,Poland,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
2653,Poland,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
2654,Poland,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
2655,Poland,Raiffeisenverband Salzburg eGen,cooperative retail banking
2656,Poland,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
2657,Poland,s Wohnbaubank AG,construction financing
2658,Poland,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
2659,Poland,Santander Consumer Bank GmbH,retail banking
2660,Poland,Sberbank Europe AG,corporate banking
2661,Poland,Schoellerbank AG,"private banking, asset management"
2662,Poland,Société Générale Zweigniederlassung Wien,securities services
2663,Poland,SPAR-FINANZ BANK AG,consumer credit
2664,Poland,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
2665,Poland,start:bausparkasse AG,housing financing
2666,Poland,State Street Bank International GmbH Filiale Wien,investment banking
2667,Poland,Steyler Bank GmbH,retail banking
2668,Poland,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
2669,Poland,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
2670,Poland,UBS Europe SE Niederlassung Österreich,wealth management
2671,Poland,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
2672,Poland,UniCredit Bank Austria AG,universal banking
2673,Poland,VakifBank International AG,retail and business banking
2674,Poland,Volksbank Kärnten eG,cooperative retail banking
2675,Poland,Volksbank Niederösterreich AG,cooperative retail banking
2676,Poland,Volksbank Oberösterreich AG,cooperative retail banking
2677,Poland,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
2678,Poland,Volksbank Salzburg eG,cooperative retail banking
2679,Poland,Volksbank Steiermark AG,cooperative retail banking
2680,Poland,Volksbank Tirol AG,cooperative retail banking
2681,Poland,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
2682,Poland,VOLKSBANK WIEN AG,cooperative retail banking
2683,Poland,Volkskreditbank AG,regional retail banking
2684,Poland,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
2685,Poland,Walser Privatbank AG,private banking and asset management
2686,Poland,Western Union International Bank GmbH,business payment solutions
2687,Poland,Wiener Privatbank SE,"private banking, asset management"
2688,Poland,WSK Bank AG,retail banking
2689,Poland,Zürcher Kantonalbank Österreich AG,asset management
2690,Portugal,Addiko Bank AG,retail banking
2691,Portugal,Allianz Investmentbank AG,investment banking
2692,Portugal,Alpenbank AG,"private banking, asset management"
2693,Portugal,Austrian Anadi Bank AG,retail and corporate banking
2694,Portugal,Autobank AG,car loans
2695,Portugal,Banco do Brasil AG,corporate banking
2696,Portugal,Bank Austria Wohnbaubank AG,construction bonds
2697,Portugal,Bank für Tirol und Vorarlberg AG,retail and business banking
2698,Portugal,Bank Gutmann AG,"private banking, wealth management"
2699,Portugal,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
2700,Portugal,Bank Winter & Co. AG,corporate and investment banking
2701,Portugal,bank99 AG,retail banking
2702,Portugal,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
2703,Portugal,Bankhaus Denzel AG,retail banking
2704,Portugal,Bankhaus Schelhammer & Schattera AG,private banking
2705,Portugal,Bausparkasse der österreichischen Sparkassen AG,housing financing
2706,Portugal,Bausparkasse Wüstenrot AG,housing financing
2707,Portugal,BAWAG P.S.K.,retail and business banking
2708,Portugal,BAWAG P.S.K. Wohnbaubank AG,housing financing
2709,Portugal,BKS Bank AG,universal banking
2710,Portugal,BMW Austria Bank GmbH,vehicle financing for BMW brands
2711,Portugal,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
2712,Portugal,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
2713,Portugal,CAPITAL BANK - GRAWE GRUPPE AG,private banking
2714,Portugal,card complete Service Bank AG,payment cards and related services
2715,Portugal,"Citibank Europe plc, Austria Branch",corporate and investment banking
2716,Portugal,Commerzbank AG Niederlassung Wien,corporate banking
2717,Portugal,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
2718,Portugal,Crédit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich,private banking and asset management
2719,Portugal,DenizBank AG,retail and business banking
2720,Portugal,Deutsche Bank AG Filiale Wien,corporate and investment banking
2721,Portugal,DolomitenBank Osttirol-Westkärnten eG,cooperative retail banking
2722,Portugal,Erste Bank der oesterreichischen Sparkassen AG,retail banking
2723,Portugal,Erste Group Bank AG,retail banking
2724,Portugal,European American Investment Bank AG,"private banking, wealth management"
2725,Portugal,FCA Bank GmbH,vehicle financing for Fiat and Chrysler brands
2726,Portugal,FIL Fondsbank GmbH Zweigniederlassung Wien,investment management
2727,Portugal,flatex Bank AG,securities trading
2728,Portugal,"Ford Bank Austria, Zweigniederlassung der FCE BANK PLC",vehicle financing for Ford brands
2729,Portugal,Generali Bank AG,"direct retail banking, online brokerage"
2730,Portugal,Hellobank BNP Paribas Austria AG,"retail banking, online brokerage"
2731,Portugal,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
2732,Portugal,HYPO TIROL BANK AG,real estate financing
2733,Portugal,Hypo Vorarlberg Bank AG,real estate financing
2734,Portugal,HYPO-BANK BURGENLAND AG,real estate financing
2735,Portugal,ICBC Austria Bank GmbH,corporate banking
2736,Portugal,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
2737,Portugal,Kathrein Privatbank AG,"private banking, asset management"
2738,Portugal,Kommunalkredit Austria AG,public sector financing
2739,Portugal,Landes-Hypothekenbank Steiermark AG,real estate financing
2740,Portugal,LEASFINANZ Bank GmbH,leasing
2741,Portugal,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
2742,Portugal,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
2743,Portugal,Marchfelder Bank eG,cooperative retail banking
2744,Portugal,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
2745,Portugal,Mizuho Bank Europe NV Vienna Branch,corporate banking
2746,Portugal,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
2747,Portugal,NOTARTREUHANDBANK AG,cooperative retail banking
2748,Portugal,Oberbank AG,"retail banking, brokerage services"
2749,Portugal,Oberösterreichische Landesbank AG,real estate financing
2750,Portugal,Oesterreichische Entwicklungsbank AG,emerging markets financing
2751,Portugal,Oesterreichische Kontrollbank AG,information services
2752,Portugal,Oesterreichische Nationalbank,central banking
2753,Portugal,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
2754,Portugal,Österreichische Verkehrskreditbank AG,consumer lending
2755,Portugal,PARTNER BANK AG,asset management
2756,Portugal,paybox Bank AG,mobile payments
2757,Portugal,Porsche Bank AG,vehicle financing
2758,Portugal,Posojilnica Bank eGen,cooperative retail banking
2759,Portugal,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
2760,Portugal,Raiffeisen Bank International AG,corporate and investment banking
2761,Portugal,Raiffeisen Bausparkasse GmbH,housing financing
2762,Portugal,Raiffeisen Centrobank AG,investment banking
2763,Portugal,Raiffeisen Wohnbaubank AG,construction financing
2764,Portugal,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
2765,Portugal,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
2766,Portugal,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
2767,Portugal,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
2768,Portugal,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
2769,Portugal,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
2770,Portugal,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
2771,Portugal,Raiffeisenverband Salzburg eGen,cooperative retail banking
2772,Portugal,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
2773,Portugal,s Wohnbaubank AG,construction financing
2774,Portugal,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
2775,Portugal,Santander Consumer Bank GmbH,retail banking
2776,Portugal,Sberbank Europe AG,corporate banking
2777,Portugal,Schoellerbank AG,"private banking, asset management"
2778,Portugal,Société Générale Zweigniederlassung Wien,securities services
2779,Portugal,SPAR-FINANZ BANK AG,consumer credit
2780,Portugal,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
2781,Portugal,start:bausparkasse AG,housing financing
2782,Portugal,State Street Bank International GmbH Filiale Wien,investment banking
2783,Portugal,Steyler Bank GmbH,retail banking
2784,Portugal,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
2785,Portugal,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
2786,Portugal,UBS Europe SE Niederlassung Österreich,wealth management
2787,Portugal,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
2788,Portugal,UniCredit Bank Austria AG,universal banking
2789,Portugal,VakifBank International AG,retail and business banking
2790,Portugal,Volksbank Kärnten eG,cooperative retail banking
2791,Portugal,Volksbank Niederösterreich AG,cooperative retail banking
2792,Portugal,Volksbank Oberösterreich AG,cooperative retail banking
2793,Portugal,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
2794,Portugal,Volksbank Salzburg eG,cooperative retail banking
2795,Portugal,Volksbank Steiermark AG,cooperative retail banking
2796,Portugal,Volksbank Tirol AG,cooperative retail banking
2797,Portugal,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
2798,Portugal,VOLKSBANK WIEN AG,cooperative retail banking
2799,Portugal,Volkskreditbank AG,regional retail banking
2800,Portugal,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
2801,Portugal,Walser Privatbank AG,private banking and asset management
2802,Portugal,Western Union International Bank GmbH,business payment solutions
2803,Portugal,Wiener Privatbank SE,"private banking, asset management"
2804,Portugal,WSK Bank AG,retail banking
2805,Portugal,Zürcher Kantonalbank Österreich AG,asset management
2806,Romania,Addiko Bank AG,retail banking
2807,Romania,Allianz Investmentbank AG,investment banking
2808,Romania,Alpenbank AG,"private banking, asset management"
2809,Romania,Austrian Anadi Bank AG,retail and corporate banking
2810,Romania,Autobank AG,car loans
2811,Romania,Banco do Brasil AG,corporate banking
2812,Romania,Bank Austria Wohnbaubank AG,construction bonds
2813,Romania,Bank für Tirol und Vorarlberg AG,retail and business banking
2814,Romania,Bank Gutmann AG,"private banking, wealth management"
2815,Romania,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
2816,Romania,Bank Winter & Co. AG,corporate and investment banking
2817,Romania,bank99 AG,retail banking
2818,Romania,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
2819,Romania,Bankhaus Denzel AG,retail banking
2820,Romania,Bankhaus Schelhammer & Schattera AG,private banking
2821,Romania,Bausparkasse der österreichischen Sparkassen AG,housing financing
2822,Romania,Bausparkasse Wüstenrot AG,housing financing
2823,Romania,BAWAG P.S.K.,retail and business banking
2824,Romania,BAWAG P.S.K. Wohnbaubank AG,housing financing
2825,Romania,BKS Bank AG,universal banking
2826,Romania,BMW Austria Bank GmbH,vehicle financing for BMW brands
2827,Romania,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
2828,Romania,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
2829,Romania,CAPITAL BANK - GRAWE GRUPPE AG,private banking
2830,Romania,card complete Service Bank AG,payment cards and related services
2831,Romania,"Citibank Europe plc, Austria Branch",corporate and investment banking
2832,Romania,Commerzbank AG Niederlassung Wien,corporate banking
2833,Romania,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
2834,Romania,Crédit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich,private banking and asset management
2835,Romania,DenizBank AG,retail and business banking
2836,Romania,Deutsche Bank AG Filiale Wien,corporate and investment banking
2837,Romania,DolomitenBank Osttirol-Westkärnten eG,cooperative retail banking
2838,Romania,Erste Bank der oesterreichischen Sparkassen AG,retail banking
2839,Romania,Erste Group Bank AG,retail banking
2840,Romania,European American Investment Bank AG,"private banking, wealth management"
2841,Romania,FCA Bank GmbH,vehicle financing for Fiat and Chrysler brands
2842,Romania,FIL Fondsbank GmbH Zweigniederlassung Wien,investment management
2843,Romania,flatex Bank AG,securities trading
2844,Romania,"Ford Bank Austria, Zweigniederlassung der FCE BANK PLC",vehicle financing for Ford brands
2845,Romania,Generali Bank AG,"direct retail banking, online brokerage"
2846,Romania,Hellobank BNP Paribas Austria AG,"retail banking, online brokerage"
2847,Romania,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
2848,Romania,HYPO TIROL BANK AG,real estate financing
2849,Romania,Hypo Vorarlberg Bank AG,real estate financing
2850,Romania,HYPO-BANK BURGENLAND AG,real estate financing
2851,Romania,ICBC Austria Bank GmbH,corporate banking
2852,Romania,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
2853,Romania,Kathrein Privatbank AG,"private banking, asset management"
2854,Romania,Kommunalkredit Austria AG,public sector financing
2855,Romania,Landes-Hypothekenbank Steiermark AG,real estate financing
2856,Romania,LEASFINANZ Bank GmbH,leasing
2857,Romania,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
2858,Romania,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
2859,Romania,Marchfelder Bank eG,cooperative retail banking
2860,Romania,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
2861,Romania,Mizuho Bank Europe NV Vienna Branch,corporate banking
2862,Romania,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
2863,Romania,NOTARTREUHANDBANK AG,cooperative retail banking
2864,Romania,Oberbank AG,"retail banking, brokerage services"
2865,Romania,Oberösterreichische Landesbank AG,real estate financing
2866,Romania,Oesterreichische Entwicklungsbank AG,emerging markets financing
2867,Romania,Oesterreichische Kontrollbank AG,information services
2868,Romania,Oesterreichische Nationalbank,central banking
2869,Romania,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
2870,Romania,Österreichische Verkehrskreditbank AG,consumer lending
2871,Romania,PARTNER BANK AG,asset management
2872,Romania,paybox Bank AG,mobile payments
2873,Romania,Porsche Bank AG,vehicle financing
2874,Romania,Posojilnica Bank eGen,cooperative retail banking
2875,Romania,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
2876,Romania,Raiffeisen Bank International AG,corporate and investment banking
2877,Romania,Raiffeisen Bausparkasse GmbH,housing financing
2878,Romania,Raiffeisen Centrobank AG,investment banking
2879,Romania,Raiffeisen Wohnbaubank AG,construction financing
2880,Romania,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
2881,Romania,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
2882,Romania,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
2883,Romania,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
2884,Romania,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
2885,Romania,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
2886,Romania,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
2887,Romania,Raiffeisenverband Salzburg eGen,cooperative retail banking
2888,Romania,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
2889,Romania,s Wohnbaubank AG,construction financing
2890,Romania,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
2891,Romania,Santander Consumer Bank GmbH,retail banking
2892,Romania,Sberbank Europe AG,corporate banking
2893,Romania,Schoellerbank AG,"private banking, asset management"
2894,Romania,Société Générale Zweigniederlassung Wien,securities services
2895,Romania,SPAR-FINANZ BANK AG,consumer credit
2896,Romania,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
2897,Romania,start:bausparkasse AG,housing financing
2898,Romania,State Street Bank International GmbH Filiale Wien,investment banking
2899,Romania,Steyler Bank GmbH,retail banking
2900,Romania,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
2901,Romania,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
2902,Romania,UBS Europe SE Niederlassung Österreich,wealth management
2903,Romania,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
2904,Romania,UniCredit Bank Austria AG,universal banking
2905,Romania,VakifBank International AG,retail and business banking
2906,Romania,Volksbank Kärnten eG,cooperative retail banking
2907,Romania,Volksbank Niederösterreich AG,cooperative retail banking
2908,Romania,Volksbank Oberösterreich AG,cooperative retail banking
2909,Romania,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
2910,Romania,Volksbank Salzburg eG,cooperative retail banking
2911,Romania,Volksbank Steiermark AG,cooperative retail banking
2912,Romania,Volksbank Tirol AG,cooperative retail banking
2913,Romania,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
2914,Romania,VOLKSBANK WIEN AG,cooperative retail banking
2915,Romania,Volkskreditbank AG,regional retail banking
2916,Romania,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
2917,Romania,Walser Privatbank AG,private banking and asset management
2918,Romania,Western Union International Bank GmbH,business payment solutions
2919,Romania,Wiener Privatbank SE,"private banking, asset management"
2920,Romania,WSK Bank AG,retail banking
2921,Romania,Zürcher Kantonalbank Österreich AG,asset management
2922,San Marino,Banca Agricola Commerciale Istituto Bancario Sammarinese s.p.a.,"Private banking, corporate banking"
2923,San Marino,Banca di San Marino s.p.a.,"International banking, business banking"
2924,San Marino,Banca Impresa di San Marino S.p.A.,Corporate banking
2925,San Marino,Banca Nazionale Sammarinese S.p.A.,"Private banking, corporate banking"
2926,San Marino,Banca Sammarinese di Investimento s.p.a.,Private banking
2927,San Marino,Cassa di Risparmio della Repubblica di San Marino s.p.a.,Retail banking
2928,San Marino,Central Bank of San Marino,Central banking
2929,Serbia,Addiko Bank a.d. Beograd,Retail banking
2930,Serbia,Agroindustrijsko komercijalna banka AIK banka a.d. Beograd,Universal banking
2931,Serbia,ALTA banka a.d. Beograd,Universal banking
2932,Serbia,API Bank a.d. Beograd,Universal banking
2933,Serbia,Banca Intesa a.d. Beograd,Universal banking
2934,Serbia,Bank of China Srbija a.d. Beograd-Novi Beograd  (new),Corporate and investment banking
2935,Serbia,Banka Poštanska štedionica a.d. Beograd,Universal banking
2936,Serbia,Crédit Agricole banka Srbija a.d. Novi Sad,Universal banking
2937,Serbia,Direktna Banka a.d. Kragujevac,Universal banking
2938,Serbia,Erste Bank a.d. Novi Sad,Retail banking
2939,Serbia,Eurobank a.d. Beograd,Universal banking
2940,Serbia,Expobank a.d. Beograd,Retail and corporate banking
2941,Serbia,HALKBANK a.d. Beograd,Universal banking
2942,Serbia,Komercijalna banka a.d. Beograd,Universal banking
2943,Serbia,Mirabank Akcionarsko Društvo Beograd,"Private banking, corporate and investment banking"
2944,Serbia,"mts banka a.d., Beograd",Retail banking
2945,Serbia,National Bank of Serbia,Central banking
2946,Serbia,NLB banka a.d. Beograd,Universal banking
2947,Serbia,Opportunity banka a.d. Novi Sad,Universal banking
2948,Serbia,ProCredit Bank a.d. Beograd,SME lending
2949,Serbia,Raiffeisen banka a.d. Beograd,Universal banking
2950,Serbia,Sberbank Srbija a.d. Beograd,Corporate banking
2951,Serbia,Société Générale banka Srbija a.d. Beograd,Universal banking
2952,Serbia,Srpska banka a.d. Beograd,Universal banking
2953,Serbia,Telenor banka a.d. Beograd,Retail banking
2954,Serbia,Unicredit Bank Srbija a.d. Beograd,Universal banking
2955,Serbia,Vojvođanska banka a.d. Novi Sad,Universal banking
2956,Slovakia,"AXA Bank Europe, pobočka zahraničnej banky",Retail banking
2957,Slovakia,"BKS Bank AG, pobočka zahraničnej banky v SR",Retail banking
2958,Slovakia,"BNP PARIBAS PERSONAL FINANCE SA, pobočka zahraničnej banky  (new)",Consumer lending
2959,Slovakia,"Československá obchodná banka, a.s.","Private banking, corporate banking"
2960,Slovakia,"Československé úvěrní družstvo, pobočka Slovensko",Savings and lending products
2961,Slovakia,"Citibank Europe plc, pobočka zahraničnej banky","Corporate banking, SME banking"
2962,Slovakia,"COFIDIS SA, pobočka zahraničnej banky  (new)",Consumer lending
2963,Slovakia,"COMMERZBANK AG, pobočka zahraničnej banky, Bratislava",Corporate banking
2964,Slovakia,"ČSOB stavebná sporiteľňa, a.s.",Housing financing
2965,Slovakia,"Fio banka, a.s., pobočka zahraničnej banky","Retail banking, securities trading"
2966,Slovakia,"ING Bank NV, pobočka zahraničnej banky",Corporate banking
2967,Slovakia,"J&T BANKA, a.s., pobočka zahraničnej banky",Private banking
2968,Slovakia,"KDB Bank Europe Ltd., pobočka zahraničnej banky  (new)",Universal banking
2969,Slovakia,"Komerční banka, a.s., pobočka zahraničnej banky",Universal banking
2970,Slovakia,"mBank S.A., pobočka zahraničnej banky",Universal banking
2971,Slovakia,Národná banka Slovenska,Central banking
2972,Slovakia,Oberbank AG pobočka zahraničnej banky v Slovenskej republike,"Retail banking, brokerage services"
2973,Slovakia,OTP Banka,Universal banking
2974,Slovakia,Postova banka,Retail banking
2975,Slovakia,"Prima banka Slovensko, a.s.",Universal banking
2976,Slovakia,"Privatbanka, a.s.",Private banking
2977,Slovakia,"Prvá stavebná sporiteľňa, a.s.",Housing financing
2978,Slovakia,"Raiffeisen Centrobank AG Slovak Branch, pobočka zahraničnej banky  (new)",Universal banking
2979,Slovakia,"Slovenská sporiteľňa, a.s.",Universal banking
2980,Slovakia,"Slovenská záručná a rozvojová banka, a.s.",SMEs financing
2981,Slovakia,"Tatra banka, a.s.",Universal banking
2982,Slovakia,UniCredit Bank Czech Republic and Slovakia,Universal banking
2983,Slovakia,"Všeobecná úverová banka, a.s.",Universal banking
2984,Slovakia,"Wüstenrot stavebná sporiteľňa, a.s.",Housing financing
2985,Slovenia,Addiko Bank d.d.,Retail banking
2986,Slovenia,Banka Intesa Sanpaolo d.d.,Retail and corporate banking
2987,Slovenia,BANKA SLOVENIJE,Central banking
2988,Slovenia,BANKA SPARKASSE d.d.,Retail banking
2989,Slovenia,"BKS BANK AG, Bančna podružnica",Retail banking
2990,Slovenia,DELAVSKA HRANILNICA D.D. LJUBLJANA,Retail banking
2991,Slovenia,DEŽELNA BANKA SLOVENIJE D.D.,Retail and corporate banking
2992,Slovenia,"GORENJSKA BANKA D.D., KRANJ",Retail banking
2993,Slovenia,"Hranilnica LON d.d., Kranj",Retail banking
2994,Slovenia,NOVA KREDITNA BANKA MARIBOR D.D.,Universal banking
2995,Slovenia,"NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA",Universal banking
2996,Slovenia,PRIMORSKA HRANILNICA VIPAVA d.d.,Retail banking
2997,Slovenia,"RCI BANQUE SOCIETE ANONYME, bančna podružnica Ljubljana",Vehicle financing for Renault brands
2998,Slovenia,SBERBANK BANKA D.D.,Corporate banking
2999,Slovenia,"SID-SLOVENSKA IZVOZNA IN RAZVOJNA BANKA, d.d., LJUBLJANA",Export financing
3000,Slovenia,SKB BANKA D.D. LJUBLJANA,Retail and corporate banking
3001,Slovenia,UNICREDIT BANKA SLOVENIJA d.d.,Retail and corporate banking
3002,Spain,Addiko Bank AG,retail banking
3003,Spain,Allianz Investmentbank AG,investment banking
3004,Spain,Alpenbank AG,"private banking, asset management"
3005,Spain,Austrian Anadi Bank AG,retail and corporate banking
3006,Spain,Autobank AG,car loans
3007,Spain,Banco do Brasil AG,corporate banking
3008,Spain,Bank Austria Wohnbaubank AG,construction bonds
3009,Spain,Bank für Tirol und Vorarlberg AG,retail and business banking
3010,Spain,Bank Gutmann AG,"private banking, wealth management"
3011,Spain,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
3012,Spain,Bank Winter & Co. AG,corporate and investment banking
3013,Spain,bank99 AG,retail banking
3014,Spain,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
3015,Spain,Bankhaus Denzel AG,retail banking
3016,Spain,Bankhaus Schelhammer & Schattera AG,private banking
3017,Spain,Bausparkasse der österreichischen Sparkassen AG,housing financing
3018,Spain,Bausparkasse Wüstenrot AG,housing financing
3019,Spain,BAWAG P.S.K.,retail and business banking
3020,Spain,BAWAG P.S.K. Wohnbaubank AG,housing financing
3021,Spain,BKS Bank AG,universal banking
3022,Spain,BMW Austria Bank GmbH,vehicle financing for BMW brands
3023,Spain,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
3024,Spain,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
3025,Spain,CAPITAL BANK - GRAWE GRUPPE AG,private banking
3026,Spain,card complete Service Bank AG,payment cards and related services
3027,Spain,"Citibank Europe plc, Austria Branch",corporate and investment banking
3028,Spain,Commerzbank AG Niederlassung Wien,corporate banking
3029,Spain,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
3030,Spain,Crédit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich,private banking and asset management
3031,Spain,DenizBank AG,retail and business banking
