,Country,Bank Name,Business Focus
2123,Lithuania,Sberbank Europe AG,corporate banking
2124,Lithuania,Schoellerbank AG,"private banking, asset management"
2125,Lithuania,Société Générale Zweigniederlassung Wien,securities services
2126,Lithuania,SPAR-FINANZ BANK AG,consumer credit
2127,Lithuania,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
2128,Lithuania,start:bausparkasse AG,housing financing
2129,Lithuania,State Street Bank International GmbH Filiale Wien,investment banking
2130,Lithuania,Steyler Bank GmbH,retail banking
2131,Lithuania,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
2132,Lithuania,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
2133,Lithuania,UBS Europe SE Niederlassung Österreich,wealth management
2134,Lithuania,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
2135,Lithuania,UniCredit Bank Austria AG,universal banking
2136,Lithuania,VakifBank International AG,retail and business banking
2137,Lithuania,Volksbank Kärnten eG,cooperative retail banking
2138,Lithuania,Volksbank Niederösterreich AG,cooperative retail banking
2139,Lithuania,Volksbank Oberösterreich AG,cooperative retail banking
2140,Lithuania,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
2141,Lithuania,Volksbank Salzburg eG,cooperative retail banking
2142,Lithuania,Volksbank Steiermark AG,cooperative retail banking
2143,Lithuania,Volksbank Tirol AG,cooperative retail banking
2144,Lithuania,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
2145,Lithuania,VOLKSBANK WIEN AG,cooperative retail banking
2146,Lithuania,Volkskreditbank AG,regional retail banking
2147,Lithuania,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
2148,Lithuania,Walser Privatbank AG,private banking and asset management
2149,Lithuania,Western Union International Bank GmbH,business payment solutions
2150,Lithuania,Wiener Privatbank SE,"private banking, asset management"
2151,Lithuania,WSK Bank AG,retail banking
2152,Lithuania,Zürcher Kantonalbank Österreich AG,asset management
2153,Luxembourg,Addiko Bank AG,retail banking
2154,Luxembourg,Allianz Investmentbank AG,investment banking
2155,Luxembourg,Alpenbank AG,"private banking, asset management"
2156,Luxembourg,Austrian Anadi Bank AG,retail and corporate banking
2157,Luxembourg,Autobank AG,car loans
2158,Luxembourg,Banco do Brasil AG,corporate banking
2159,Luxembourg,Bank Austria Wohnbaubank AG,construction bonds
2160,Luxembourg,Bank für Tirol und Vorarlberg AG,retail and business banking
2161,Luxembourg,Bank Gutmann AG,"private banking, wealth management"
2162,Luxembourg,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
2163,Luxembourg,Bank Winter & Co. AG,corporate and investment banking
2164,Luxembourg,bank99 AG,retail banking
2165,Luxembourg,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
2166,Luxembourg,Bankhaus Denzel AG,retail banking
2167,Luxembourg,Bankhaus Schelhammer & Schattera AG,private banking
2168,Luxembourg,Bausparkasse der österreichischen Sparkassen AG,housing financing
2169,Luxembourg,Bausparkasse Wüstenrot AG,housing financing
2170,Luxembourg,BAWAG P.S.K.,retail and business banking
2171,Luxembourg,BAWAG P.S.K. Wohnbaubank AG,housing financing
2172,Luxembourg,BKS Bank AG,universal banking
2173,Luxembourg,BMW Austria Bank GmbH,vehicle financing for BMW brands
2174,Luxembourg,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
2175,Luxembourg,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
2176,Luxembourg,CAPITAL BANK - GRAWE GRUPPE AG,private banking
2177,Luxembourg,card complete Service Bank AG,payment cards and related services
2178,Luxembourg,"Citibank Europe plc, Austria Branch",corporate and investment banking
2179,Luxembourg,Commerzbank AG Niederlassung Wien,corporate banking
2180,Luxembourg,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
2181,Luxembourg,Crédit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich,private banking and asset management
2182,Luxembourg,DenizBank AG,retail and business banking
2183,Luxembourg,Deutsche Bank AG Filiale Wien,corporate and investment banking
2184,Luxembourg,DolomitenBank Osttirol-Westkärnten eG,cooperative retail banking
2185,Luxembourg,Erste Bank der oesterreichischen Sparkassen AG,retail banking
2186,Luxembourg,Erste Group Bank AG,retail banking
2187,Luxembourg,European American Investment Bank AG,"private banking, wealth management"
2188,Luxembourg,FCA Bank GmbH,vehicle financing for Fiat and Chrysler brands
2189,Luxembourg,FIL Fondsbank GmbH Zweigniederlassung Wien,investment management
2190,Luxembourg,flatex Bank AG,securities trading
2191,Luxembourg,"Ford Bank Austria, Zweigniederlassung der FCE BANK PLC",vehicle financing for Ford brands
2192,Luxembourg,Generali Bank AG,"direct retail banking, online brokerage"
2193,Luxembourg,Hellobank BNP Paribas Austria AG,"retail banking, online brokerage"
2194,Luxembourg,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
2195,Luxembourg,HYPO TIROL BANK AG,real estate financing
2196,Luxembourg,Hypo Vorarlberg Bank AG,real estate financing
2197,Luxembourg,HYPO-BANK BURGENLAND AG,real estate financing
2198,Luxembourg,ICBC Austria Bank GmbH,corporate banking
2199,Luxembourg,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
2200,Luxembourg,Kathrein Privatbank AG,"private banking, asset management"
2201,Luxembourg,Kommunalkredit Austria AG,public sector financing
2202,Luxembourg,Landes-Hypothekenbank Steiermark AG,real estate financing
2203,Luxembourg,LEASFINANZ Bank GmbH,leasing
2204,Luxembourg,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
2205,Luxembourg,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
2206,Luxembourg,Marchfelder Bank eG,cooperative retail banking
2207,Luxembourg,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
2208,Luxembourg,Mizuho Bank Europe NV Vienna Branch,corporate banking
2209,Luxembourg,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
2210,Luxembourg,NOTARTREUHANDBANK AG,cooperative retail banking
2211,Luxembourg,Oberbank AG,"retail banking, brokerage services"
2212,Luxembourg,Oberösterreichische Landesbank AG,real estate financing
2213,Luxembourg,Oesterreichische Entwicklungsbank AG,emerging markets financing
2214,Luxembourg,Oesterreichische Kontrollbank AG,information services
2215,Luxembourg,Oesterreichische Nationalbank,central banking
2216,Luxembourg,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
2217,Luxembourg,Österreichische Verkehrskreditbank AG,consumer lending
2218,Luxembourg,PARTNER BANK AG,asset management
2219,Luxembourg,paybox Bank AG,mobile payments
2220,Luxembourg,Porsche Bank AG,vehicle financing
2221,Luxembourg,Posojilnica Bank eGen,cooperative retail banking
2222,Luxembourg,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
2223,Luxembourg,Raiffeisen Bank International AG,corporate and investment banking
2224,Luxembourg,Raiffeisen Bausparkasse GmbH,housing financing
2225,Luxembourg,Raiffeisen Centrobank AG,investment banking
2226,Luxembourg,Raiffeisen Wohnbaubank AG,construction financing
2227,Luxembourg,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
2228,Luxembourg,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
2229,Luxembourg,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
2230,Luxembourg,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
2231,Luxembourg,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
2232,Luxembourg,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
2233,Luxembourg,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
2234,Luxembourg,Raiffeisenverband Salzburg eGen,cooperative retail banking
2235,Luxembourg,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
2236,Luxembourg,s Wohnbaubank AG,construction financing
2237,Luxembourg,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
2238,Luxembourg,Santander Consumer Bank GmbH,retail banking
2239,Luxembourg,Sberbank Europe AG,corporate banking
2240,Luxembourg,Schoellerbank AG,"private banking, asset management"
2241,Luxembourg,Société Générale Zweigniederlassung Wien,securities services
2242,Luxembourg,SPAR-FINANZ BANK AG,consumer credit
2243,Luxembourg,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
2244,Luxembourg,start:bausparkasse AG,housing financing
2245,Luxembourg,State Street Bank International GmbH Filiale Wien,investment banking
2246,Luxembourg,Steyler Bank GmbH,retail banking
2247,Luxembourg,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
2248,Luxembourg,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
2249,Luxembourg,UBS Europe SE Niederlassung Österreich,wealth management
2250,Luxembourg,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
2251,Luxembourg,UniCredit Bank Austria AG,universal banking
2252,Luxembourg,VakifBank International AG,retail and business banking
2253,Luxembourg,Volksbank Kärnten eG,cooperative retail banking
2254,Luxembourg,Volksbank Niederösterreich AG,cooperative retail banking
2255,Luxembourg,Volksbank Oberösterreich AG,cooperative retail banking
2256,Luxembourg,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
2257,Luxembourg,Volksbank Salzburg eG,cooperative retail banking
2258,Luxembourg,Volksbank Steiermark AG,cooperative retail banking
2259,Luxembourg,Volksbank Tirol AG,cooperative retail banking
2260,Luxembourg,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
2261,Luxembourg,VOLKSBANK WIEN AG,cooperative retail banking
2262,Luxembourg,Volkskreditbank AG,regional retail banking
2263,Luxembourg,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
2264,Luxembourg,Walser Privatbank AG,private banking and asset management
2265,Luxembourg,Western Union International Bank GmbH,business payment solutions
2266,Luxembourg,Wiener Privatbank SE,"private banking, asset management"
2267,Luxembourg,WSK Bank AG,retail banking
2268,Luxembourg,Zürcher Kantonalbank Österreich AG,asset management
2269,Macedonia,Capital Bank AD Skopje,"Retail banking, business banking"
2270,Macedonia,Centralna kooperativna banka AD Skopje,"Retail banking, business banking"
2271,Macedonia,Halk Bank AD Skopje,"Retail banking, business banking"
2272,Macedonia,Komercijalna Banka AD Skopje,"Retail banking, business banking"
2273,Macedonia,Macedonian Bank for Development Promotion AD Skopje,Export financing
2274,Macedonia,National Bank of the Republic of Macedonia,Central banking
2275,Macedonia,NLB Banka AD Skopje,"Retail banking, business banking"
2276,Macedonia,Ohridska Banka AD Skopje,"Retail banking, business banking"
2277,Macedonia,ProCredit Bank AD Skopje,"Retail banking, business banking"
2278,Macedonia,Silk Road Bank AD Skopje,"Retail banking, business banking"
2279,Macedonia,Sparkasse Bank Makedonija AD Skopje,"Retail banking, business banking, securities trading"
2280,Macedonia,Stopanska Banka AD Bitola,"Retail banking, business banking"
2281,Macedonia,Stopanska Banka AD Skopje,"Retail banking, business banking, brokerage services"
2282,Macedonia,TTK Banka AD Skopje,"Retail banking, business banking, securities trading"
2283,Macedonia,Univerzalna Investiciona Banka AD Skopje,"Retail banking, business banking"
2284,Malta,AgriBank PLC,Leasing solutions for agricultural sector
2285,Malta,Akbank TAS,Corporate banking
2286,Malta,APS BANK P.L.C.,Retail banking
2287,Malta,Bank of Valletta,Universal banking
2288,Malta,BNF Bank plc,Retail and corporate banking
2289,Malta,Central Bank of Malta,Central banking
2290,Malta,CommBank Europe Ltd.,Corporate banking
2291,Malta,Credit Europe NV Malta Branch,Retail and corporate banking
2292,Malta,Credorax Bank Limited  (new),Merchant banking
2293,Malta,ECCM Bank plc  (new),Corporate banking
2294,Malta,FCM Bank Ltd,Retail banking
2295,Malta,Ferratum Bank plc,Retail and SME banking
2296,Malta,FIMBank plc,Trade finance
2297,Malta,HSBC Bank Malta p.l.c.,Universal banking
2298,Malta,IIG Bank (Malta) LTD,Private and corporate banking
2299,Malta,Izola Bank plc,Retail banking
2300,Malta,Lombard Bank Malta plc,Universal banking
2301,Malta,MeDirect Bank (Malta) plc,"Wealth management, investment services"
2302,Malta,MERKANTI BANK LIMITED,Corporate banking
2303,Malta,NBG Bank Malta Ltd,Corporate banking
2304,Malta,Novum Bank Limited,Retail banking
2305,Malta,Sparkasse Bank Malta plc,"Private banking, securities services"
2306,Malta,Turkiye Garanti Bankasi AS,Corporate banking
2307,Malta,Yapi Kredi Bank Malta Ltd  (new),Corporate banking
2308,Monaco,Andbank Monaco S.A.M.,"Private banking, wealth management"
2309,Monaco,Banca popolare di Sondrio (Suisse),Private banking
2310,Monaco,Bank Julius Baer (Monaco) S.A.M.,"Private banking, wealth management"
2311,Monaco,Banque européenne du crédit mutuel Monaco,Retail banking
2312,Monaco,BANQUE HAVILLAND (MONACO) S.A.M.,International private banking
2313,Monaco,Banque J. Safra Sarasin (Monaco) SA,"Asset management, wealth management"
2314,Monaco,Banque Richelieu Monaco,"Private banking, asset management"
2315,Monaco,Barclays bank plc monaco,Private banking
2316,Monaco,BNP Paribas wealth management Monaco,Wealth management
2317,Monaco,CFM Indosuez Wealth,"Private banking, wealth management"
2318,Monaco,Compagnie monégasque de banque,International private banking
2319,Monaco,Crédit mobilier de Monaco,Lombard loans
2320,Monaco,Edmond de Rothschild (Monaco),"Private banking, asset management"
2321,Monaco,EFG Bank (Monaco),"Global private banking, global asset management"
2322,Monaco,PICTET & CIE (EUROPE) S.A.  (new),Asset and wealth management
2323,Monaco,ROTHSCHILD MARTIN MAUREL MONACO,"Private banking, wealth management"
2324,Monaco,SOCIETE DE BANQUE MONACO  (new),Wealth management
2325,Monaco,Société générale private banking (Monaco),"Private banking, securities services"
2326,Monaco,Ubs (monaco) SA,Wealth management
2327,Monaco,"UNION BANCAIRE PRIVEE, UBP SA  (new)","Private banking, asset management"
2328,Montenegro,Addiko Bank AD Podgorica,Retail banking
2329,Montenegro,Adriatic Bank AD Podgorica  (new),Universal banking
2330,Montenegro,Central Bank of Montenegro,Central banking
2331,Montenegro,Crnogorska komercijalna banka AD Podgorica,Universal banking
2332,Montenegro,ERSTE Bank AD Podgorica,Retail and corporate banking
2333,Montenegro,Hipotekarna banka AD Podgorica,Universal banking
2334,Montenegro,Komercijalna banka AD Budva,Universal banking
2335,Montenegro,Lovćen banka AD Podgorica  (new),Universal banking
2336,Montenegro,NLB Banka AD Podgorica,Universal banking
2337,Montenegro,Podgorička banka AD Podgorica,Retail and corporate banking
2338,Montenegro,Prva banka Crne Gore AD Podgorica,Universal banking
2339,Montenegro,Universal Capital Bank AD Podgorica,Universal banking
2340,Montenegro,Zapad banka AD Podgorica  (new),Retail and corporate banking
2341,Montenegro,ZIRAAT Bank Montenegro AD Podgorica  (new),Retail and corporate banking
2342,Netherlands,Addiko Bank AG,retail banking
2343,Netherlands,Allianz Investmentbank AG,investment banking
2344,Netherlands,Alpenbank AG,"private banking, asset management"
2345,Netherlands,Austrian Anadi Bank AG,retail and corporate banking
